Domain,Phylum,Class,Order,Family,Genus,Species
Bacteria, Elusimicrobia, Elusimicrobia, Lineage IV, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Alphaproteobacteria, Micropepsales, Micropepsaceae, uncultured, Ambiguous_taxa
Bacteria, Actinobacteria, Actinobacteria, Streptosporangiales, Thermomonosporaceae, Spirillospora, Ambiguous_taxa
Bacteria, Chloroflexi, SHA-26, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Elusimicrobia, Lineage IIc,NA,NA,NA,NA
Bacteria, Patescibacteria, ABY1, Candidatus Magasanikbacteria, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Verrucomicrobia, Verrucomicrobiae, UA11, uncultured bacterium, uncultured bacterium, uncultured bacterium
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Planctomycetes, Pla4 lineage,NA,NA,NA,NA
Bacteria, Verrucomicrobia, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, uncultured bacterium, uncultured bacterium
Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae, uncultured, uncultured bacterium
Bacteria, Armatimonadetes, Chthonomonadetes, Chthonomonadales, Chthonomonadaceae, Chthonomonas, uncultured bacterium
Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, Gemmatirosa,NA
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured, uncultured bacterium
Bacteria, Acidobacteria, Blastocatellia (Subgroup 4), Pyrinomonadales, Pyrinomonadaceae, RB41, uncultured bacterium
Bacteria, Verrucomicrobia, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Verrucomicrobium,NA
Bacteria, Actinobacteria, Acidimicrobiia, Microtrichales, uncultured, Ambiguous_taxa, Ambiguous_taxa
Bacteria, Chloroflexi, Ktedonobacteria, Ktedonobacterales, Ktedonobacteraceae, 1959-1, uncultured bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, RCP2-54, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
Bacteria, Actinobacteria, Thermoleophilia, Gaiellales, uncultured, Ambiguous_taxa, Ambiguous_taxa
Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured, uncultured planctomycete
Bacteria, Armatimonadetes, Armatimonadia, Armatimonadales, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Actinobacteria, Thermoleophilia, Solirubrobacterales, 67-14,NA,NA
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Bacteroidetes, Bacteroidia, Sphingobacteriales, env.OPS 17,NA,NA
Bacteria, Firmicutes, Bacilli, Bacillales, Alicyclobacillaceae, Tumebacillus, uncultured bacterium
Bacteria, Planctomycetes, Phycisphaerae, Tepidisphaerales, WD2101 soil group, uncultured bacterium, uncultured bacterium
Bacteria, Acidobacteria, Blastocatellia (Subgroup 4), Elev-16S-573, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Phenylobacterium,NA
Bacteria, Acidobacteria, Blastocatellia (Subgroup 4), Pyrinomonadales, Pyrinomonadaceae, RB41, Ambiguous_taxa
Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, Ambiguous_taxa
Bacteria, Cyanobacteria, Melainabacteria, Obscuribacterales, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Actinobacteria, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae,NA,NA
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Haliangiaceae, Haliangium,NA
Bacteria, Proteobacteria, Deltaproteobacteria, Desulfarculales, Desulfarculaceae, uncultured,NA
Bacteria, Acidobacteria, Blastocatellia (Subgroup 4), Blastocatellales, Blastocatellaceae, JGI 0001001-H03, Ambiguous_taxa
Bacteria, Patescibacteria, Parcubacteria,NA,NA,NA,NA
Bacteria, Planctomycetes, Phycisphaerae, Tepidisphaerales, WD2101 soil group,NA,NA
Bacteria, Acidobacteria, Blastocatellia (Subgroup 4), Pyrinomonadales, Pyrinomonadaceae, RB41, Ambiguous_taxa
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Acidobacteria, Acidobacteriia, Solibacterales, Solibacteraceae (Subgroup 3), Candidatus Solibacter,NA
Bacteria, Acidobacteria, Subgroup 6,NA,NA,NA,NA
Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae, uncultured, uncultured bacterium
Bacteria, Verrucomicrobia, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Chthoniobacter, uncultured bacterium
Bacteria, Proteobacteria, Gammaproteobacteria, Acidiferrobacterales, Acidiferrobacteraceae, Sulfurifustis,NA
Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bacteriovoracaceae, Peredibacter, uncultured bacterium
Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae, Niastella,NA
Bacteria, Verrucomicrobia, Verrucomicrobiae, Opitutales, Opitutaceae, IMCC26134,NA
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Haliangiaceae, Haliangium, Ambiguous_taxa
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured, Ambiguous_taxa
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, BIrii41, Ambiguous_taxa, Ambiguous_taxa
Bacteria, Acidobacteria, Acidobacteriia, Subgroup 2, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
Bacteria, Acidobacteria, Blastocatellia (Subgroup 4), Pyrinomonadales, Pyrinomonadaceae, RB41, Ambiguous_taxa
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, BIrii41, Ambiguous_taxa, Ambiguous_taxa
Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, Pseudolabrys, Ambiguous_taxa
Bacteria, Verrucomicrobia, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, uncultured, uncultured bacterium
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, uncultured, uncultured bacterium, uncultured bacterium
Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Saprospiraceae, uncultured, uncultured bacterium
Bacteria, Cyanobacteria, Oxyphotobacteria, Nostocales, Phormidiaceae, Trichocoleus SAG 26.92, Ambiguous_taxa
Bacteria, Bacteroidetes, Bacteroidia, Cytophagales, Spirosomaceae, Spirosoma, Ambiguous_taxa
Bacteria, Acidobacteria, Subgroup 6, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
Bacteria, Proteobacteria, Deltaproteobacteria, Oligoflexales, 0319-6G20, metagenome, metagenome
Bacteria, Chloroflexi, Anaerolineae, SBR1031, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Patescibacteria, Parcubacteria, Candidatus Adlerbacteria, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Actinobacteria, Actinobacteria, Frankiales, Frankiaceae, Jatrophihabitans,NA
Bacteria, Proteobacteria, Alphaproteobacteria, uncultured, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, uncultured bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, Desulfarculales, Desulfarculaceae, uncultured, Ambiguous_taxa
Bacteria, Verrucomicrobia, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, metagenome, metagenome
Archaea, Thaumarchaeota, Nitrososphaeria, Nitrosotaleales, Nitrosotaleaceae, Ambiguous_taxa, Ambiguous_taxa
Bacteria, Planctomycetes, Phycisphaerae, Tepidisphaerales, WD2101 soil group, uncultured bacterium, uncultured bacterium
Bacteria, Chloroflexi, Anaerolineae, Anaerolineales, Anaerolineaceae,NA,NA
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Polyangiaceae, uncultured, Ambiguous_taxa
Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, Aquicella,NA
Bacteria, Chloroflexi, TK10, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
Bacteria, Proteobacteria, Alphaproteobacteria, Micavibrionales, Micavibrionaceae, uncultured, uncultured alpha proteobacterium
Bacteria, Acidobacteria, Acidobacteriia, Solibacterales, Solibacteraceae (Subgroup 3), Candidatus Solibacter, Ambiguous_taxa
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Polyangiaceae, Pajaroellobacter,NA
Bacteria, Armatimonadetes,NA,NA,NA,NA,NA
Bacteria, Chloroflexi, OLB14, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Planctomycetes, Phycisphaerae, Tepidisphaerales, WD2101 soil group, Ambiguous_taxa, Ambiguous_taxa
Bacteria, Proteobacteria, Alphaproteobacteria, Micropepsales, Micropepsaceae, Micropepsis,NA
Bacteria, Patescibacteria, Parcubacteria, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Acidobacteria, Holophagae, Subgroup 7, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
Bacteria, Acidobacteria, Acidobacteriia, Solibacterales, Solibacteraceae (Subgroup 3),NA,NA
Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured,NA
Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium, uncultured bacterium
Bacteria, Actinobacteria, MB-A2-108, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Acidobacteria, Acidobacteriia, Acidobacteriales, uncultured,NA,NA
Bacteria, Planctomycetes, Planctomycetacia, Pirellulales, Pirellulaceae, Pir4 lineage, uncultured bacterium
Bacteria, Verrucomicrobia, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus Udaeobacter, uncultured bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, Oligoflexales, 0319-6G20, uncultured bacterium, uncultured bacterium
Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured, uncultured bacterium
Bacteria, Actinobacteria, Actinobacteria, Frankiales,NA,NA,NA
Bacteria, Patescibacteria, Parcubacteria, Candidatus Kaiserbacteria, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Actinobacteria, Actinobacteria, Kineosporiales, Kineosporiaceae, Kineococcus, Ambiguous_taxa
Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, OM27 clade, uncultured bacterium
Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, Gemmatimonas, metagenome
Bacteria, Nitrospirae, Nitrospira, Nitrospirales, Nitrospiraceae, Nitrospira,NA
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Haliangiaceae, Haliangium, uncultured bacterium
Bacteria, Bacteroidetes, Bacteroidia, Cytophagales, Hymenobacteraceae, Hymenobacter,NA
Bacteria, Patescibacteria, Parcubacteria, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Verrucomicrobia, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, ADurb.Bin063-1,NA
Bacteria, Planctomycetes, Phycisphaerae, Tepidisphaerales, WD2101 soil group, uncultured bacterium, uncultured bacterium
Bacteria, Planctomycetes, Planctomycetacia, Pirellulales, Pirellulaceae, uncultured,NA
Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, KF-JG30-B3, uncultured bacterium, uncultured bacterium
Bacteria, Chloroflexi, OLB14, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, Gemmatimonas, Ambiguous_taxa
Bacteria, Chloroflexi, TK10, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Bacteroidetes, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Ambiguous_taxa
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales,Bacteriap25,NA,NA
Bacteria, Armatimonadetes, Armatimonadia, Armatimonadales, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Sandaracinaceae, uncultured,NA
Bacteria, Actinobacteria, Actinobacteria, Micromonosporales, Micromonosporaceae, Ambiguous_taxa, Ambiguous_taxa
Bacteria, Verrucomicrobia, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, uncultured bacterium, uncultured bacterium
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured,NA
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales,Bacteriap25,NA,NA
Bacteria, Bacteroidetes, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter, uncultured bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, SAR324 clade(Marine group B), uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Acidobacteria, Subgroup 6, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
Bacteria, Acidobacteria, Acidobacteriia, Acidobacteriales, Acidobacteriaceae (Subgroup 1), Ambiguous_taxa, Ambiguous_taxa
Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, Nitrosomonadaceae, MND1, uncultured bacterium
Bacteria, Latescibacteria,NA,NA,NA,NA,NA
Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured, uncultured bacterium
Bacteria, Planctomycetes, Planctomycetacia, Pirellulales, Pirellulaceae, uncultured, metagenome
Bacteria, Patescibacteria, Parcubacteria, Candidatus Lloydbacteria,NA,NA,NA
Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured, uncultured bacterium
Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Micrococcaceae, Ambiguous_taxa, Ambiguous_taxa
Bacteria, Proteobacteria, Alphaproteobacteria, Micropepsales, Micropepsaceae, uncultured, Ambiguous_taxa
Bacteria, Acidobacteria, Blastocatellia (Subgroup 4), 11-24,NA,NA,NA
Bacteria, Bacteroidetes, Ignavibacteria, OPB56, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Chloroflexi, Anaerolineae, SBR1031, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Actinobacteria, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, uncultured, Ambiguous_taxa
Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, uncultured,NA
Bacteria, Patescibacteria, ABY1, Candidatus Magasanikbacteria,NA,NA,NA
Bacteria, Cyanobacteria, Melainabacteria, Obscuribacterales, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria Incertae Sedis, Unknown Family,NA,NA
Bacteria, Chloroflexi, Dehalococcoidia, S085, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, Nitrosomonadaceae, MND1, Ambiguous_taxa
Bacteria, Proteobacteria, Gammaproteobacteria, Salinisphaerales, Solimonadaceae, uncultured,NA
Bacteria, Actinobacteria, Thermoleophilia, Gaiellales, uncultured, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, Oligoflexales, 0319-6G20, uncultured bacterium, uncultured bacterium
Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Saprospiraceae, uncultured, Ambiguous_taxa
Bacteria, Bacteroidetes, Bacteroidia, Cytophagales, Cytophagaceae, Sporocytophaga, Ambiguous_taxa
Bacteria, Verrucomicrobia, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, Pedosphaera,NA
Bacteria, Proteobacteria, Alphaproteobacteria, Micropepsales, Micropepsaceae, uncultured, Ambiguous_taxa
Bacteria, Latescibacteria, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Planctomycetes, Planctomycetacia, Pirellulales, Pirellulaceae, uncultured, uncultured bacterium
Bacteria, Elusimicrobia, Lineage IIa,NA,NA,NA,NA
Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Ambiguous_taxa
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Patescibacteria, Saccharimonadia, Saccharimonadales, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Acidobacteria, AT-s3-28, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, uncultured, uncultured bacterium
Bacteria, Actinobacteria, Thermoleophilia, Gaiellales, uncultured, uncultured bacterium, uncultured bacterium
Bacteria, Actinobacteria, Thermoleophilia, Solirubrobacterales, 67-14, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, uncultured,NA
Bacteria, Patescibacteria, Parcubacteria, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Cyanobacteria, Sericytochromatia, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured, metagenome
Bacteria, Elusimicrobia, Lineage IIa, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, uncultured,NA,NA
Bacteria, Chloroflexi, Anaerolineae, SBR1031, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, Oligoflexales, 0319-6G20, uncultured bacterium, uncultured bacterium
Bacteria, Chloroflexi, Ktedonobacteria, C0119, uncultured Chloroflexi bacterium, uncultured Chloroflexi bacterium, uncultured Chloroflexi bacterium
Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Hyphomonadaceae, uncultured,NA
Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, uncultured,NA
Bacteria, Armatimonadetes, uncultured, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae, uncultured,NA
Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae, Lacibacter, uncultured bacterium
Bacteria, Verrucomicrobia, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Polyangiaceae, Pajaroellobacter, uncultured bacterium
Bacteria, Actinobacteria, Thermoleophilia, Gaiellales, Gaiellaceae, Gaiella, uncultured bacterium
Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, Rhodocyclaceae,NA,NA
Bacteria, Planctomycetes, Phycisphaerae, S-70, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Planctomycetes, Phycisphaerae, Phycisphaerales, Phycisphaeraceae, SM1A02, Ambiguous_taxa
Bacteria, Planctomycetes, OM190, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Acidobacteria, Blastocatellia (Subgroup 4), Elev-16S-573, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Actinobacteria, Actinobacteria, Micromonosporales, Micromonosporaceae, Ambiguous_taxa, Ambiguous_taxa
Bacteria, Proteobacteria, Deltaproteobacteria, MBNT15, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Bacteroidetes, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter, Ambiguous_taxa
Bacteria, Planctomycetes, Phycisphaerae, Tepidisphaerales, WD2101 soil group, uncultured bacterium, uncultured bacterium
Bacteria, Spirochaetes, Spirochaetia, Spirochaetales, Spirochaetaceae, Spirochaeta 2, uncultured bacterium
Bacteria, Bacteroidetes, Bacteroidia, Sphingobacteriales, AKYH767, uncultured bacterium, uncultured bacterium
Bacteria, Elusimicrobia, Lineage IIb, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae, uncultured, uncultured bacterium
Bacteria, Chloroflexi, Chloroflexia, Chloroflexales, Roseiflexaceae, uncultured, uncultured bacterium
Bacteria, Gemmatimonadetes, S0134 terrestrial group, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
Bacteria, Actinobacteria, Acidimicrobiia, IMCC26256, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, Bradyrhizobium,NA
Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiales Incertae Sedis, uncultured, Ambiguous_taxa
Bacteria, Cyanobacteria, Sericytochromatia, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Alphaproteobacteria, Elsterales, uncultured, uncultured alpha proteobacterium, uncultured alpha proteobacterium
Bacteria, Patescibacteria, Saccharimonadia, Saccharimonadales, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Alphaproteobacteria, Elsterales, uncultured, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Haliangiaceae, Haliangium, uncultured bacterium
Bacteria, Acidobacteria, Blastocatellia (Subgroup 4), Blastocatellales, Blastocatellaceae,NA,NA
Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured, uncultured bacterium
Bacteria, Planctomycetes, Planctomycetacia, Isosphaerales, Isosphaeraceae, Singulisphaera,NA
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Polyangiaceae, Pajaroellobacter,NA
Bacteria, Bacteroidetes, Bacteroidia, Flavobacteriales, Crocinitomicaceae, Fluviicola,NA
Bacteria, Rokubacteria, NC10, Rokubacteriales, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Planctomycetes, Planctomycetacia, Pirellulales, Pirellulaceae, Pirellula, Ambiguous_taxa
Bacteria, Patescibacteria, Saccharimonadia, Saccharimonadales, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, OM27 clade, metagenome
Bacteria, Acidobacteria, AT-s3-28, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae, Flavisolibacter, Ambiguous_taxa
Bacteria, Proteobacteria, Deltaproteobacteria, Oligoflexales, 0319-6G20,NA,NA
Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, Gemmatimonas, uncultured bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Haliangiaceae, Haliangium, uncultured bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Haliangiaceae, Haliangium, uncultured bacterium
Bacteria, Acidobacteria, Acidobacteriia, Solibacterales, Solibacteraceae (Subgroup 3), Elev-16S-1166, uncultured bacterium
Bacteria, Chloroflexi, Anaerolineae, SBR1031, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Actinobacteria, Acidimicrobiia, IMCC26256,NA,NA,NA
Bacteria, Actinobacteria, Thermoleophilia, Gaiellales, uncultured, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, Ambiguous_taxa
Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae,NA,NA
Bacteria, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, Ambiguous_taxa
Bacteria, Acidobacteria, Subgroup 6,NA,NA,NA,NA
Bacteria, Acidobacteria, Acidobacteriia, Solibacterales, Solibacteraceae (Subgroup 3), Elev-16S-1166,NA
Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bacteriovoracaceae, Peredibacter, uncultured bacterium
Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, Aquicella, uncultured bacterium
Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured, uncultured planctomycete
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, P3OB-42, uncultured bacterium, uncultured bacterium
Bacteria, Planctomycetes, Phycisphaerae, Tepidisphaerales, WD2101 soil group, uncultured bacterium, uncultured bacterium
Bacteria, Verrucomicrobia, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus Udaeobacter, uncultured bacterium
Bacteria, Bacteroidetes, Ignavibacteria, OPB56, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
Bacteria, Planctomycetes, BD7-11, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, Gemmatimonas,NA
Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae,NA,NA
Bacteria, Chloroflexi, Ktedonobacteria, Ktedonobacterales, Ktedonobacteraceae, HSB OF53-F07,NA
Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, uncultured bacterium
Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured, Ambiguous_taxa
Bacteria, Acidobacteria, Acidobacteriia, Solibacterales, Solibacteraceae (Subgroup 3), Candidatus Solibacter,NA
Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Polyangiaceae, Pajaroellobacter,NA
Bacteria, Planctomycetes, Phycisphaerae, Tepidisphaerales, WD2101 soil group, uncultured bacterium, uncultured bacterium
Bacteria, Planctomycetes, Pla4 lineage, metagenome, metagenome, metagenome, metagenome
Bacteria, Acidobacteria, Acidobacteriia, Acidobacteriales, uncultured,NA,NA
Bacteria, Chloroflexi, KD4-96,NA,NA,NA,NA
Bacteria, Omnitrophicaeota, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhodomicrobiaceae, Rhodomicrobium, uncultured bacterium
Bacteria, FCPU426, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, alphaI cluster, Ambiguous_taxa
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae, Ferruginibacter,NA
Unassigned,NA,NA,NA,NA,NA,NA
Bacteria, WPS-2, metagenome, metagenome, metagenome, metagenome, metagenome
