OTU_ID,Domain,Phylum,Class,Order,Family,Genus,Species
OTU_2642,Fungi,NA,NA,NA,NA,NA,NA
OTU_2643,Fungi,NA,NA,NA,NA,NA,NA
OTU_2644,Fungi,Basidiomycota,NA,NA,NA,NA,NA
OTU_2645,Fungi,NA,NA,NA,NA,NA,NA
OTU_2647,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU_2648,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2649,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma llimonae
OTU_265,Fungi,Basidiomycota,Tremellomycetes,Tremellales,NA,NA,NA
OTU_2650,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2651,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA
OTU_2652,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU_2653,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2654,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA
OTU_2655,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2656,Fungi,Glomeromycota,NA,NA,NA,NA,NA
OTU_2657,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA
OTU_2658,Fungi,NA,NA,NA,NA,NA,NA
OTU_2659,Fungi,NA,NA,NA,NA,NA,NA
OTU_266,Fungi,NA,NA,NA,NA,NA,NA
OTU_2660,Fungi,NA,NA,NA,NA,NA,NA
OTU_2661,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium steckii
OTU_2662,Fungi,NA,NA,NA,NA,NA,NA
OTU_2663,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2664,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2665,Fungi,NA,NA,NA,NA,NA,NA
OTU_2666,Fungi,NA,NA,NA,NA,NA,NA
OTU_2667,Fungi,Ascomycota,Sordariomycetes,Pleurotheciales,Pleurotheciaceae,Pleurotheciella,Pleurotheciella rivularia
OTU_2668,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Collophora,NA
OTU_2669,Fungi,NA,NA,NA,NA,NA,NA
OTU_267,Fungi,NA,NA,NA,NA,NA,NA
OTU_2670,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2671,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,NA,NA
OTU_2672,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2673,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella sp 
OTU_2674,Fungi,Basidiomycota,NA,NA,NA,NA,NA
OTU_2675,Fungi,NA,NA,NA,NA,NA,NA
OTU_2676,Fungi,NA,NA,NA,NA,NA,NA
OTU_2677,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA
OTU_2678,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,NA
OTU_2679,Fungi,NA,NA,NA,NA,NA,NA
OTU_268,Fungi,Ascomycota,Sordariomycetes,Pleurotheciales,Pleurotheciaceae,Phaeoisaria,Phaeoisaria fasciculata
OTU_2680,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,NA,NA
OTU_2681,Fungi,NA,NA,NA,NA,NA,NA
OTU_2682,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2683,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU_2684,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU_2685,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,NA,NA
OTU_2686,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU_2687,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Flagelloscypha,Flagelloscypha minutissima
OTU_2688,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Psoroglaena,Psoroglaena sp 
OTU_2689,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Borealophlyctidaceae,Borealophlyctis,Borealophlyctis paxensis
OTU_269,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Lacrymaria,Lacrymaria lacrymabunda
OTU_2690,Fungi,NA,NA,NA,NA,NA,NA
OTU_2691,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,NA,NA
OTU_2692,Fungi,NA,NA,NA,NA,NA,NA
OTU_2693,Fungi,NA,NA,NA,NA,NA,NA
OTU_2694,Fungi,NA,NA,NA,NA,NA,NA
OTU_2695,Fungi,NA,NA,NA,NA,NA,NA
OTU_2696,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
OTU_2697,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,NA
OTU_2698,Fungi,NA,NA,NA,NA,NA,NA
OTU_2699,Fungi,NA,NA,NA,NA,NA,NA
OTU_27,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis rosea
OTU_270,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apodus,Apodus deciduus
OTU_2700,Fungi,NA,NA,NA,NA,NA,NA
OTU_2701,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA
OTU_2702,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2703,Fungi,NA,NA,NA,NA,NA,NA
OTU_2704,Fungi,NA,NA,NA,NA,NA,NA
OTU_2705,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2706,Fungi,Ascomycota,Sordariomycetes,Myrmecridiales,Myrmecridiaceae,Myrmecridium,Myrmecridium schulzeri
OTU_2707,Fungi,Kickxellomycota,NA,NA,NA,NA,NA
OTU_2708,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,NA
OTU_2709,Fungi,NA,NA,NA,NA,NA,NA
OTU_271,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,NA,NA
OTU_2710,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2711,Fungi,Glomeromycota,NA,NA,NA,NA,NA
OTU_2712,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,Tetracladium sp 
OTU_2713,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,NA,NA
OTU_2714,Fungi,NA,NA,NA,NA,NA,NA
OTU_2715,Fungi,NA,NA,NA,NA,NA,NA
OTU_2716,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2717,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU_2718,Fungi,NA,NA,NA,NA,NA,NA
OTU_2719,Fungi,NA,NA,NA,NA,NA,NA
OTU_272,Fungi,NA,NA,NA,NA,NA,NA
OTU_2720,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Tubaria,Tubaria conspersa
OTU_2721,Fungi,NA,NA,NA,NA,NA,NA
OTU_2722,Fungi,NA,NA,NA,NA,NA,NA
OTU_2723,Fungi,NA,NA,NA,NA,NA,NA
OTU_2724,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crepidotaceae,Crepidotus,Crepidotus applanatus
OTU_2725,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,NA
OTU_2726,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2727,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU_2728,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
OTU_2729,Fungi,NA,NA,NA,NA,NA,NA
OTU_273,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,NA
OTU_2730,Fungi,NA,NA,NA,NA,NA,NA
OTU_2731,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA
OTU_2732,Fungi,NA,NA,NA,NA,NA,NA
OTU_2733,Fungi,NA,NA,NA,NA,NA,NA
OTU_2734,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Hydnellum,Hydnellum cyanopodium
OTU_2735,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Steccherinum,NA
OTU_2736,Fungi,NA,NA,NA,NA,NA,NA
OTU_2737,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2738,Fungi,NA,NA,NA,NA,NA,NA
OTU_2739,Fungi,Glomeromycota,NA,NA,NA,NA,NA
OTU_274,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta fasciculata
OTU_2740,Fungi,NA,NA,NA,NA,NA,NA
OTU_2741,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis,Acremonium,Acremonium spinosum
OTU_2742,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma,Phoma schachtii
OTU_2743,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2744,Fungi,NA,NA,NA,NA,NA,NA
OTU_2745,Fungi,NA,NA,NA,NA,NA,NA
OTU_2746,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_2748,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,NA
OTU_2749,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cercophora,NA
OTU_275,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae_sedis,Cadophora,Cadophora melinii
OTU_2750,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Gamsylella,Gamsylella gephyropaga
OTU_2751,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2752,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,NA
OTU_2753,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU_2754,Fungi,NA,NA,NA,NA,NA,NA
OTU_2755,Fungi,NA,NA,NA,NA,NA,NA
OTU_2756,Fungi,Chytridiomycota,Chytridiomycetes,NA,NA,NA,NA
OTU_2757,Fungi,NA,NA,NA,NA,NA,NA
OTU_2758,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_2759,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_276,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Goffeauzyma,Goffeauzyma gastrica
OTU_2760,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Pholiota,Pholiota chocenensis
OTU_2761,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2762,Fungi,NA,NA,NA,NA,NA,NA
OTU_2763,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU_2764,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2765,Fungi,NA,NA,NA,NA,NA,NA
OTU_2766,Fungi,NA,NA,NA,NA,NA,NA
OTU_2767,Fungi,NA,NA,NA,NA,NA,NA
OTU_2768,Fungi,NA,NA,NA,NA,NA,NA
OTU_2769,Fungi,NA,NA,NA,NA,NA,NA
OTU_2770,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU_2771,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,NA,NA
OTU_2772,Fungi,NA,NA,NA,NA,NA,NA
OTU_2773,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU_2774,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Aleuria,Aleuria aurantia
OTU_2775,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA
OTU_2776,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2777,Fungi,NA,NA,NA,NA,NA,NA
OTU_2778,Fungi,NA,NA,NA,NA,NA,NA
OTU_2779,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU_278,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella sp 
OTU_2780,Fungi,NA,NA,NA,NA,NA,NA
OTU_2781,Fungi,NA,NA,NA,NA,NA,NA
OTU_2782,Fungi,NA,NA,NA,NA,NA,NA
OTU_2783,Fungi,NA,NA,NA,NA,NA,NA
OTU_2784,Fungi,NA,NA,NA,NA,NA,NA
OTU_2785,Fungi,NA,NA,NA,NA,NA,NA
OTU_2786,Fungi,NA,NA,NA,NA,NA,NA
OTU_2787,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria californica
OTU_2788,Fungi,NA,NA,NA,NA,NA,NA
OTU_2789,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_279,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma,Tulostoma sp 
OTU_2790,Fungi,NA,NA,NA,NA,NA,NA
OTU_2791,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,NA,NA
OTU_2792,Fungi,NA,NA,NA,NA,NA,NA
OTU_2793,Fungi,NA,NA,NA,NA,NA,NA
OTU_2794,Fungi,Chytridiomycota,Chytridiomycetes,NA,NA,NA,NA
OTU_2795,Fungi,NA,NA,NA,NA,NA,NA
OTU_2796,Fungi,NA,NA,NA,NA,NA,NA
OTU_2797,Fungi,NA,NA,NA,NA,NA,NA
OTU_2798,Fungi,NA,NA,NA,NA,NA,NA
OTU_2799,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae_sedis,Leptodontidium,Leptodontidium sp 
OTU_28,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_280,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,NA,NA
OTU_2800,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,NA,NA
OTU_2801,Fungi,NA,NA,NA,NA,NA,NA
OTU_2802,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,NA
OTU_2803,Fungi,NA,NA,NA,NA,NA,NA
OTU_2804,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_2805,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus caninus
OTU_2806,Fungi,NA,NA,NA,NA,NA,NA
OTU_2807,Fungi,NA,NA,NA,NA,NA,NA
OTU_2808,Fungi,NA,NA,NA,NA,NA,NA
OTU_2809,Fungi,NA,NA,NA,NA,NA,NA
OTU_281,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2810,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA
OTU_2811,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2812,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,NA,NA,NA
OTU_2813,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU_2814,Fungi,NA,NA,NA,NA,NA,NA
OTU_2815,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2816,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,NA,NA,NA
OTU_2817,Fungi,NA,NA,NA,NA,NA,NA
OTU_2818,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Incertae_sedis,Entrophospora,Entrophospora sp 
OTU_2819,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_282,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Lepista,Lepista sordida
OTU_2820,Fungi,NA,NA,NA,NA,NA,NA
OTU_2821,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Stephanonectria,Stephanonectria keithii
OTU_2822,Fungi,NA,NA,NA,NA,NA,NA
OTU_2823,Fungi,NA,NA,NA,NA,NA,NA
OTU_2824,Fungi,NA,NA,NA,NA,NA,NA
OTU_2825,Fungi,NA,NA,NA,NA,NA,NA
OTU_2826,Fungi,NA,NA,NA,NA,NA,NA
OTU_2827,Fungi,Ascomycota,Sordariomycetes,Togniniales,Togniniaceae,Phaeoacremonium,Phaeoacremonium occidentale
OTU_2828,Fungi,NA,NA,NA,NA,NA,NA
OTU_2829,Fungi,NA,NA,NA,NA,NA,NA
OTU_2830,Fungi,NA,NA,NA,NA,NA,NA
OTU_2831,Fungi,NA,NA,NA,NA,NA,NA
OTU_2832,Fungi,NA,NA,NA,NA,NA,NA
OTU_2833,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Kretzschmaria,Kretzschmaria sp 
OTU_2834,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2835,Fungi,Ascomycota,Lecanoromycetes,NA,NA,NA,NA
OTU_2836,Fungi,NA,NA,NA,NA,NA,NA
OTU_2837,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_2838,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2839,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp 
OTU_284,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,NA,NA,NA
OTU_2840,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma terricola
OTU_2841,Fungi,NA,NA,NA,NA,NA,NA
OTU_2842,Fungi,NA,NA,NA,NA,NA,NA
OTU_2843,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,NA,NA
OTU_2844,Fungi,NA,NA,NA,NA,NA,NA
OTU_2845,Fungi,NA,NA,NA,NA,NA,NA
OTU_2846,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2847,Fungi,Basidiomycota,NA,NA,NA,NA,NA
OTU_2848,Fungi,NA,NA,NA,NA,NA,NA
OTU_2849,Fungi,NA,NA,NA,NA,NA,NA
OTU_285,Fungi,NA,NA,NA,NA,NA,NA
OTU_2850,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,NA,NA,NA
OTU_2851,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2852,Fungi,NA,NA,NA,NA,NA,NA
OTU_2853,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2854,Fungi,NA,NA,NA,NA,NA,NA
OTU_2855,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2856,Fungi,NA,NA,NA,NA,NA,NA
OTU_2857,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycopsidaceae,Saccharomycopsis,Saccharomycopsis schoenii
OTU_2858,Fungi,NA,NA,NA,NA,NA,NA
OTU_2859,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,NA,NA,NA
OTU_2860,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Halomycetaceae,Paranamyces,Paranamyces uniporus
OTU_2861,Fungi,Glomeromycota,NA,NA,NA,NA,NA
OTU_2862,Fungi,NA,NA,NA,NA,NA,NA
OTU_2863,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU_2864,Fungi,NA,NA,NA,NA,NA,NA
OTU_2865,Fungi,NA,NA,NA,NA,NA,NA
OTU_2866,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2867,Fungi,NA,NA,NA,NA,NA,NA
OTU_2868,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
OTU_2869,Fungi,NA,NA,NA,NA,NA,NA
OTU_287,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,NA,NA,NA
OTU_2870,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU_2871,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2872,Fungi,NA,NA,NA,NA,NA,NA
OTU_2873,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,NA
OTU_2874,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2875,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2876,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Occultifur,Occultifur sp 
OTU_2877,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA
OTU_2878,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2879,Fungi,NA,NA,NA,NA,NA,NA
OTU_2880,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
OTU_2881,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Melanophyllum,Melanophyllum haematospermum
OTU_2882,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,NA,NA
OTU_2883,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA
OTU_2884,Fungi,NA,NA,NA,NA,NA,NA
OTU_2885,Fungi,Basidiomycota,NA,NA,NA,NA,NA
OTU_2886,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU_2888,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,NA,NA
OTU_2889,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma terricola
OTU_289,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae_sedis,Cadophora,Cadophora sp 
OTU_2890,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2891,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_2892,Fungi,NA,NA,NA,NA,NA,NA
OTU_2893,Fungi,NA,NA,NA,NA,NA,NA
OTU_2894,Fungi,Glomeromycota,NA,NA,NA,NA,NA
OTU_2895,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU_2896,Fungi,NA,NA,NA,NA,NA,NA
OTU_2897,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2898,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,NA,NA
OTU_2899,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis,Acremonium,Acremonium spinosum
OTU_29,Fungi,Chytridiomycota,Chytridiomycetes,NA,NA,NA,NA
OTU_290,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
OTU_2900,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA
OTU_2901,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Bovista,Bovista plumbea
OTU_2902,Fungi,NA,NA,NA,NA,NA,NA
OTU_2903,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU_2904,Fungi,NA,NA,NA,NA,NA,NA
OTU_2905,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis,Acremonium,Acremonium curvulum
OTU_2906,Fungi,NA,NA,NA,NA,NA,NA
OTU_2907,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2908,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2909,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_2910,Fungi,NA,NA,NA,NA,NA,NA
OTU_2911,Fungi,Basidiomycota,Agaricomycetes,Tremellodendropsidales,NA,NA,NA
OTU_2912,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella exigua
OTU_2913,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2914,Fungi,NA,NA,NA,NA,NA,NA
OTU_2915,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2916,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma sp 
OTU_2917,Fungi,NA,NA,NA,NA,NA,NA
OTU_2918,Fungi,Basidiomycota,Cystobasidiomycetes,Erythrobasidiales,NA,NA,NA
OTU_2919,Fungi,NA,NA,NA,NA,NA,NA
OTU_2920,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2921,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2922,Fungi,NA,NA,NA,NA,NA,NA
OTU_2923,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2924,Fungi,NA,NA,NA,NA,NA,NA
OTU_2925,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thielavia,NA
OTU_2926,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2927,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU_2928,Fungi,NA,NA,NA,NA,NA,NA
OTU_2929,Fungi,NA,NA,NA,NA,NA,NA
OTU_293,Fungi,Basidiomycota,NA,NA,NA,NA,NA
OTU_2930,Fungi,NA,NA,NA,NA,NA,NA
OTU_2931,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU_2932,Fungi,NA,NA,NA,NA,NA,NA
OTU_2933,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2934,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU_2935,Fungi,Glomeromycota,NA,NA,NA,NA,NA
OTU_2936,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2937,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,NA,NA,NA
OTU_2939,Fungi,NA,NA,NA,NA,NA,NA
OTU_2940,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU_2941,Fungi,NA,NA,NA,NA,NA,NA
OTU_2942,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU_2943,Fungi,NA,NA,NA,NA,NA,NA
OTU_2945,Fungi,NA,NA,NA,NA,NA,NA
OTU_2946,Fungi,Ascomycota,Pezizomycetes,NA,NA,NA,NA
OTU_2947,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU_2948,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,NA,NA
OTU_2949,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU_295,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,NA,NA
OTU_2951,Fungi,Basidiomycota,Tremellomycetes,NA,NA,NA,NA
OTU_2952,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU_2953,Fungi,NA,NA,NA,NA,NA,NA
OTU_2954,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU_2955,Fungi,NA,NA,NA,NA,NA,NA
OTU_2956,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2957,Fungi,NA,NA,NA,NA,NA,NA
OTU_2958,Fungi,NA,NA,NA,NA,NA,NA
OTU_2959,Fungi,NA,NA,NA,NA,NA,NA
OTU_296,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma,Tulostoma pulchellum
OTU_2960,Fungi,NA,NA,NA,NA,NA,NA
OTU_2961,Fungi,NA,NA,NA,NA,NA,NA
OTU_2962,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU_2963,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU_2964,Fungi,Rozellomycota,Incertae_sedis,Gs06,NA,NA,NA
OTU_2965,Fungi,NA,NA,NA,NA,NA,NA
OTU_2966,Fungi,NA,NA,NA,NA,NA,NA
