OTU_ID,Domain,Phylum,Class,Order,Family,Genus,Species
HQ721129.1.1378,Bacteria, Acidobacteria, Blastocatellia (Subgroup 4), 11-24, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
OTU_dn_628,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Sandaracinaceae, uncultured,NA
HQ597245.1.1508,Bacteria, Acidobacteria, Subgroup 17,NA,NA,NA,NA
EU133174.1.1410,Bacteria, Actinobacteria, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, Solirubrobacter, Ambiguous_taxa
FPLS01056264.1.1405,Bacteria, Acidobacteria, Acidobacteriia, Subgroup 2, metagenome, metagenome, metagenome
OTU_dn_203,Bacteria, Planctomycetes, Phycisphaerae, Tepidisphaerales, WD2101 soil group, uncultured bacterium, uncultured bacterium
FPLS01020120.20.1553,Bacteria, Verrucomicrobia, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, Ambiguous_taxa, Ambiguous_taxa
JN559134.1.1493,Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae, uncultured, Ambiguous_taxa
EU134492.1.1414,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, BIrii41, Ambiguous_taxa, Ambiguous_taxa
EU881252.1.1512,Bacteria, Actinobacteria, Thermoleophilia, Gaiellales, uncultured, Ambiguous_taxa, Ambiguous_taxa
EU680448.1.1502,Bacteria, Actinobacteria, Thermoleophilia, Gaiellales, uncultured, Ambiguous_taxa, Ambiguous_taxa
OTU_dn_3239,Bacteria, Verrucomicrobia, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Chthoniobacter, uncultured bacterium
OTU_dn_6477,Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, Gemmata,NA
GQ483458.1.1495,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium, Ambiguous_taxa
OTU_dn_10416,Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Saprospiraceae, uncultured, uncultured bacterium
FMTV01000021.419.1943,Bacteria, Bacteroidetes, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter, Ambiguous_taxa
HQ597404.1.1508,Bacteria, Acidobacteria, Subgroup 6, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
EU907894.1.1356,Bacteria, Proteobacteria, Alphaproteobacteria, Paracaedibacterales, Paracaedibacteraceae, Candidatus Paracaedibacter, uncultured bacterium
OTU_dn_4100,Bacteria, Elusimicrobia, Elusimicrobia, Lineage IV, uncultured bacterium, uncultured bacterium, uncultured bacterium
FPLS01019201.16.1524,Bacteria, Verrucomicrobia, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, uncultured,NA
FPLS01016886.16.1542,Bacteria, Verrucomicrobia, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Chthoniobacter, metagenome
LN870788.1.1406,Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured, Ambiguous_taxa
JN869177.1.1525,Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, Burkholderiaceae, uncultured, uncultured bacterium
DQ297967.1.1515,Bacteria, Acidobacteria, Subgroup 6, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
AQZW01000002.99505.101001,Bacteria, Actinobacteria, Actinobacteria, Micromonosporales, Micromonosporaceae, Ambiguous_taxa, Ambiguous_taxa
JF202914.1.1309,Bacteria, Chloroflexi, Anaerolineae, SBR1031, A4b, uncultured bacterium, uncultured bacterium
KJ540633.1.1436,Bacteria, Patescibacteria, Saccharimonadia, Saccharimonadales,NA,NA,NA
OTU_dn_61,Bacteria, Planctomycetes, OM190, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_1068,Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, Gemmata, uncultured bacterium
EF516583.1.1441,Bacteria, Actinobacteria, Acidimicrobiia, Microtrichales, Microtrichaceae, uncultured, uncultured bacterium
FPLP01010336.5.1522,Bacteria, Nitrospirae, Nitrospira, Nitrospirales, Nitrospiraceae, Nitrospira, Ambiguous_taxa
LN563611.1.1363,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, MSB-4B10, uncultured bacterium, uncultured bacterium
FPLS01041607.10.1512,Bacteria, Bacteroidetes, Bacteroidia, Sphingobacteriales, AKYH767, uncultured bacterium, uncultured bacterium
EF516048.1.1486,Bacteria, Verrucomicrobia, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Candidatus Udaeobacter, uncultured bacterium
HQ118429.1.1486,Bacteria, Planctomycetes, Planctomycetacia, Isosphaerales, Isosphaeraceae, Singulisphaera,NA
OTU_dn_3511,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Haliangiaceae, Haliangium,NA
KM200465.1.1483,Bacteria, Planctomycetes, Planctomycetacia, Isosphaerales, Isosphaeraceae, Singulisphaera, Ambiguous_taxa
OTU_dn_1926,Bacteria, Verrucomicrobia, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Ambiguous_taxa, Ambiguous_taxa
KC331391.1.1475,Bacteria, Planctomycetes, Planctomycetacia, Pirellulales, Pirellulaceae, uncultured,NA
GQ354917.1.1471,Bacteria, Chloroflexi, Anaerolineae, Anaerolineales, Anaerolineaceae, uncultured,NA
OTU_dn_2501,Bacteria, Omnitrophicaeota, Omnitrophia, Omnitrophales, Omnitrophaceae, Candidatus Omnitrophus, uncultured bacterium
OTU_dn_8645,Unassigned,NA,NA,NA,NA,NA,NA
OTU_dn_2649,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Haliangiaceae, Haliangium, uncultured bacterium
GQ488004.1.1500,Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, SC-I-84, uncultured bacterium, uncultured bacterium
OTU_dn_453,Bacteria, Chloroflexi, Anaerolineae, SBR1031, uncultured soil bacterium, uncultured soil bacterium, uncultured soil bacterium
EU289515.1.1456,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, Ambiguous_taxa, Ambiguous_taxa
JX222701.1.1517,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter, Ambiguous_taxa
KF037783.1.1470,Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, Fimbriiglobus, Ambiguous_taxa
JF175155.1.1390,Bacteria, Verrucomicrobia, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, uncultured bacterium, uncultured bacterium
EU881163.1.1522,Bacteria, Acidobacteria, Subgroup 6, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
HE604087.1.1461,Bacteria, Chloroflexi, KD4-96, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
OTU_dn_2789,Bacteria, Patescibacteria, Microgenomatia, Candidatus Woesebacteria, uncultured bacterium, uncultured bacterium, uncultured bacterium
KF287746.1.1484,Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, Gemmata, uncultured bacterium
FPLS01008187.15.1537,Bacteria, Verrucomicrobia, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Chthoniobacter, uncultured bacterium
HQ597808.1.1508,Bacteria, Acidobacteria, Subgroup 6, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
OTU_dn_447,Bacteria, Patescibacteria, Parcubacteria, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
JQ769816.1.1484,Bacteria, Bacteroidetes, Bacteroidia, Sphingobacteriales, env.OPS 17,NA,NA
FJ232684.1.1339,Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, Gemmata, uncultured bacterium
FLTE01001368.534.2052,Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, Burkholderiaceae, Ambiguous_taxa, Ambiguous_taxa
EF632906.1.1520,Bacteria, Actinobacteria, Acidimicrobiia, Microtrichales, Ilumatobacteraceae, CL500-29 marine group,NA
EF019537.1.1350,Bacteria, Bacteroidetes, Bacteroidia, Cytophagales, Microscillaceae, uncultured, uncultured bacterium
FPLS01015355.12.1509,Bacteria, Actinobacteria, Acidimicrobiia, IMCC26256,NA,NA,NA
OTU_dn_120,Bacteria, Chloroflexi, Anaerolineae, SBR1031, uncultured bacterium, uncultured bacterium, uncultured bacterium
KP728227.1.1516,Bacteria, Proteobacteria, Deltaproteobacteria, Oligoflexales, 0319-6G20, uncultured bacterium, uncultured bacterium
FPLS01001086.18.1555,Bacteria, Verrucomicrobia, Verrucomicrobiae, Opitutales, Opitutaceae, Opitutus, Ambiguous_taxa
KF712824.1.1485,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured,NA
DQ906898.1.1456,Bacteria, Acidobacteria, Subgroup 18, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
KC331473.1.1511,Bacteria, Acidobacteria, Subgroup 17, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
FPLS01040401.18.1468,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, Gemmatimonas, metagenome
HQ674927.1.1513,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured, uncultured bacterium
KC554579.1.1539,Bacteria, Actinobacteria, Actinobacteria, Propionibacteriales, Nocardioidaceae, Nocardioides, Ambiguous_taxa
EF516077.1.1459,Bacteria, Acidobacteria, Acidobacteriia, Subgroup 2, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
JQ723673.1.1494,Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae, Terrimonas, Ambiguous_taxa
KJ191927.1.1507,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Blfdi19, uncultured bacterium, uncultured bacterium
AY921748.1.1408,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, KD3-10, Ambiguous_taxa, Ambiguous_taxa
FJ595576.1.1294,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas,NA
JQ427460.1.1473,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured, uncultured bacterium
OTU_dn_49,Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured,NA
AY922145.1.1331,Bacteria, Patescibacteria, Saccharimonadia, Saccharimonadales, uncultured bacterium, uncultured bacterium, uncultured bacterium
KJ192000.1.1496,Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, SC-I-84, uncultured bacterium, uncultured bacterium
JN023570.1.1455,Bacteria, Acidobacteria, Acidobacteriia, Solibacterales, Solibacteraceae (Subgroup 3), Candidatus Solibacter, Ambiguous_taxa
EF188433.1.1518,Bacteria, Verrucomicrobia, Verrucomicrobiae, Verrucomicrobiales, Rubritaleaceae, Luteolibacter, uncultured bacterium
OTU_dn_13384,Unassigned,NA,NA,NA,NA,NA,NA
EF520945.1.1354,Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, SC-I-84, Ambiguous_taxa, Ambiguous_taxa
KF712707.1.1499,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured,NA
HQ119194.1.1497,Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured,NA
JX406207.1.1513,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Haliangiaceae, Haliangium, Ambiguous_taxa
AY922125.1.1353,Bacteria, Chloroflexi, KD4-96,NA,NA,NA,NA
KY287316.1.1519,Bacteria, Acidobacteria, Holophagae, Subgroup 7, uncultured bacterium, uncultured bacterium, uncultured bacterium
FPLL01005505.14.1532,Bacteria, Proteobacteria, Gammaproteobacteria, Steroidobacterales, Steroidobacteraceae, Steroidobacter,NA
LN571125.1.1342,Bacteria, Planctomycetes, Phycisphaerae, Tepidisphaerales, Tepidisphaeraceae, uncultured bacterium, uncultured bacterium
OTU_dn_1278,Bacteria, Planctomycetes, OM190,NA,NA,NA,NA
JQ278841.1.1510,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured,NA
GU172177.1.1509,Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured,NA
GQ500729.1.1524,Bacteria, Proteobacteria, Deltaproteobacteria, Oligoflexales, 0319-6G20,NA,NA
HM438232.1.1457,Bacteria, Acidobacteria, Subgroup 6, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
JF220377.1.1355,Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, TRA3-20, Ambiguous_taxa, Ambiguous_taxa
OTU_dn_38,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured, uncultured bacterium
FPLS01004421.21.1506,Bacteria, Planctomycetes, Planctomycetacia, Pirellulales, Pirellulaceae, Pirellula, Ambiguous_taxa
EU861820.1.1488,Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae, uncultured, Ambiguous_taxa
KC554944.1.1542,Bacteria, Actinobacteria, Thermoleophilia, Solirubrobacterales, 67-14, uncultured bacterium, uncultured bacterium
KJ191985.1.1462,Bacteria, Proteobacteria, Alphaproteobacteria, Elsterales, uncultured, Ambiguous_taxa, Ambiguous_taxa
EU132377.1.1321,Bacteria, Acidobacteria, Subgroup 6, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
OTU_dn_3051,Unassigned,NA,NA,NA,NA,NA,NA
AY922132.1.1404,Bacteria, Acidobacteria, Subgroup 6, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
JQ327968.1.1548,Bacteria, Planctomycetes, vadinHA49, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
EU134321.1.1355,Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, uncultured bacterium
HM447857.1.1509,Bacteria, Acidobacteria, Subgroup 6, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
FPLL01000982.17.1552,Bacteria, Verrucomicrobia, Verrucomicrobiae, Chthoniobacterales, Chthoniobacteraceae, Chthoniobacter,NA
OTU_dn_469,Archaea, Euryarchaeota, Thermoplasmata, Marine Group II, uncultured archaeon, uncultured archaeon, uncultured archaeon
GQ402781.1.1479,Bacteria, Verrucomicrobia, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, uncultured bacterium, uncultured bacterium
KC331322.1.1452,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Altererythrobacter, Ambiguous_taxa
OTU_dn_2962,Bacteria, Planctomycetes, 028H05-P-BN-P5, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
HQ697420.1.1490,Bacteria, Acidobacteria, Blastocatellia (Subgroup 4), Blastocatellales, Blastocatellaceae,NA,NA
HQ190362.1.1514,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured, uncultured bacterium
KF100717.1.1357,Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae, uncultured, uncultured bacterium
HQ597865.1.1508,Bacteria, Acidobacteria, Subgroup 6, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
KJ699381.1.1416,Bacteria, Actinobacteria, Actinobacteria, Micromonosporales, Micromonosporaceae, Micromonospora, Ambiguous_taxa
AB806721.1.1479,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Haliangiaceae, Haliangium, uncultured bacterium
BBHE01000968.162.1691,Bacteria, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium,NA
EU861878.1.1506,Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, A21b,NA,NA
OTU_dn_160,Bacteria, Chloroflexi, Anaerolineae, SBR1031, uncultured bacterium, uncultured bacterium, uncultured bacterium
FJ625370.1.1495,Bacteria, Acidobacteria, Acidobacteriia, Solibacterales, Solibacteraceae (Subgroup 3), Bryobacter, Ambiguous_taxa
OTU_dn_7860,Bacteria, Planctomycetes, Planctomycetacia, Isosphaerales, Isosphaeraceae, Aquisphaera,NA
KY117513.1.1449,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Labraceae, Labrys, Ambiguous_taxa
OTU_dn_1060,Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured, uncultured bacterium
EU881172.1.1524,Bacteria, Acidobacteria, Blastocatellia (Subgroup 4), Pyrinomonadales, Pyrinomonadaceae, RB41,NA
JQ977439.1.1427,Bacteria, Actinobacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Williamsia, Ambiguous_taxa
U62813.1.1402,Archaea, Thaumarchaeota, Nitrososphaeria, Nitrososphaerales, Nitrososphaeraceae, Ambiguous_taxa, Ambiguous_taxa
OTU_dn_499,Bacteria, Chloroflexi, Ktedonobacteria, C0119, uncultured Chloroflexi bacterium, uncultured Chloroflexi bacterium, uncultured Chloroflexi bacterium
KJ191926.1.1499,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales,NA,NA,NA
EU771840.1.1404,Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, Solibacillus, uncultured bacterium
JF833528.1.1443,Bacteria, Nitrospirae, Nitrospira, Nitrospirales, Nitrospiraceae, Nitrospira, Ambiguous_taxa
FPLS01041770.13.1518,Bacteria, Actinobacteria, Acidimicrobiia, Microtrichales, uncultured, Ambiguous_taxa, Ambiguous_taxa
OTU_dn_2565,Unassigned,NA,NA,NA,NA,NA,NA
EU937926.1.1510,Bacteria, Verrucomicrobia, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae,NA,NA
HM129377.1.1447,Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae, Ferruginibacter, uncultured bacterium
OTU_dn_407,Bacteria, Latescibacteria, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
HQ597103.1.1508,Bacteria, Acidobacteria, Subgroup 6, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
HQ598791.1.1472,Bacteria, Acidobacteria, Acidobacteriia, Solibacterales, Solibacteraceae (Subgroup 3), Bryobacter, uncultured Acidobacteria bacterium
HQ645194.1.1518,Bacteria, Acidobacteria, Subgroup 15, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
KF494800.1.1500,Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, TRA3-20, Ambiguous_taxa, Ambiguous_taxa
KF712579.1.1493,Bacteria, Proteobacteria, Alphaproteobacteria, Reyranellales, Reyranellaceae, Reyranella, uncultured bacterium
FM253600.1.1447,Bacteria, Chloroflexi, Anaerolineae, SBR1031, uncultured Chloroflexi bacterium, uncultured Chloroflexi bacterium, uncultured Chloroflexi bacterium
EF020034.1.1372,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured, Ambiguous_taxa
X97691.1.1465,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Pedomicrobium, Ambiguous_taxa
EF516829.1.1452,Bacteria, Planctomycetes, Planctomycetacia, Pirellulales, Pirellulaceae, uncultured,NA
FPLS01018448.9.1483,Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, Fimbriiglobus,NA
CU466773.2.1368,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, uncultured,NA,NA
GQ388981.1.1510,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, uncultured bacterium
HE818653.1.1400,Bacteria, Chloroflexi, P2-11E, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
CP003178.1184433.1185950,Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae, Niastella, Ambiguous_taxa
EU881183.1.1514,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Haliangiaceae, Haliangium, uncultured bacterium
FJ466384.1.1418,Bacteria, Planctomycetes, Planctomycetacia, Pirellulales, Pirellulaceae, uncultured, uncultured bacterium
Z95727.1.1546,Bacteria, Acidobacteria, Subgroup 6, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
AB179519.1.1505,Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured, uncultured bacterium
EU134865.1.1349,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured, uncultured bacterium
JQ426249.1.1481,Bacteria, Acidobacteria, Subgroup 5, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
OTU_dn_10731,Bacteria, Proteobacteria, Gammaproteobacteria, Diplorickettsiales, Diplorickettsiaceae, uncultured,NA
OTU_dn_609,Unassigned,NA,NA,NA,NA,NA,NA
JF319253.1.1470,Bacteria, Verrucomicrobia, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, uncultured, Ambiguous_taxa
HQ190315.1.1534,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfarculales, Desulfarculaceae, uncultured, uncultured bacterium
HQ190287.1.1494,Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae, uncultured,NA
Z95709.1.1515,Bacteria, Acidobacteria, Blastocatellia (Subgroup 4), Blastocatellales, Blastocatellaceae,NA,NA
OTU_dn_6987,Bacteria, Acidobacteria, Acidobacteriia, Solibacterales, Solibacteraceae (Subgroup 3), Elev-16S-1166, uncultured bacterium
GU454960.1.1486,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, HIMB11, uncultured bacterium
OTU_dn_896,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Polyangiaceae, Pajaroellobacter, uncultured bacterium
OTU_dn_668,Bacteria, Bacteroidetes, Bacteroidia, Sphingobacteriales, AKYH767, Ambiguous_taxa, Ambiguous_taxa
OTU_dn_218,Bacteria, Acidobacteria, Subgroup 25, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
FPLP01007958.12.1538,Bacteria, Proteobacteria, Deltaproteobacteria, PB19, metagenome, metagenome, metagenome
EU134513.1.1361,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, P3OB-42, uncultured bacterium, uncultured bacterium
OTU_dn_974,Bacteria, Verrucomicrobia, Verrucomicrobiae, Pedosphaerales, Pedosphaeraceae, uncultured bacterium, uncultured bacterium
AB193953.1.1506,Bacteria, Proteobacteria, Gammaproteobacteria, Thiomicrospirales, Thioglobaceae, SUP05 cluster,NA
OTU_dn_393,Bacteria, Chloroflexi, Anaerolineae, SBR1031, uncultured bacterium, uncultured bacterium, uncultured bacterium
DQ351907.1.1505,Bacteria, Verrucomicrobia, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, uncultured,NA
FPLS01029226.20.1510,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured, Ambiguous_taxa
EU132205.1.1383,Bacteria, Acidobacteria, Subgroup 6, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
FPLS01049200.9.1471,Bacteria, Chloroflexi, Anaerolineae, SBR1031, metagenome, metagenome, metagenome
FPLS01005720.21.1510,Bacteria, Verrucomicrobia, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Roseimicrobium, metagenome
EU335433.1.1507,Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, uncultured,NA
FPLS01016585.16.1534,Bacteria, Proteobacteria, Gammaproteobacteria, Betaproteobacteriales, Nitrosomonadaceae, IS-44, Ambiguous_taxa
AWSA01000105.81.1627,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Intrasporangiaceae, Ambiguous_taxa, Ambiguous_taxa
KC541007.1.1550,Bacteria, Acidobacteria, Thermoanaerobaculia, Thermoanaerobaculales, Thermoanaerobaculaceae, Subgroup 10, uncultured bacterium
GU359094.1.1479,Bacteria, Acidobacteria, Subgroup 6,NA,NA,NA,NA
EF019601.1.1384,Bacteria, Acidobacteria, Subgroup 6, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
FPLS01036590.10.1472,Bacteria, Acidobacteria, Acidobacteriia, Solibacterales, Solibacteraceae (Subgroup 3), Bryobacter, Ambiguous_taxa
JF830203.1.1537,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfarculales, Desulfarculaceae, uncultured, Ambiguous_taxa
FJ478509.1.1507,Bacteria, Actinobacteria, Thermoleophilia, Gaiellales, uncultured,NA,NA
FPLS01044005.3.1370,Bacteria, Fibrobacteres, Fibrobacteria, Fibrobacterales, Fibrobacteraceae, possible genus 04,NA
FPLL01007433.11.1521,Bacteria, Actinobacteria, Actinobacteria, Propionibacteriales, Nocardioidaceae, Nocardioides, Ambiguous_taxa
KC189793.1.1471,Bacteria, Patescibacteria, Gracilibacteria,NA,NA,NA,NA
FJ444704.1.1516,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Phaselicystidaceae, Phaselicystis, uncultured bacterium
FPLS01059649.14.1514,Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, Chitinophagaceae, uncultured, Ambiguous_taxa
OTU_dn_526,Bacteria, Cyanobacteria, Melainabacteria, Obscuribacterales, uncultured bacterium, uncultured bacterium, uncultured bacterium
JF229088.1.1342,Bacteria, Armatimonadetes, Chthonomonadetes, Chthonomonadales, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_318,Bacteria, Planctomycetes, OM190, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_531,Bacteria, Acidobacteria, Subgroup 22, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_669,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Rhodanobacteraceae, uncultured,NA
FPLS01062287.9.1489,Bacteria, Planctomycetes, Planctomycetacia, Gemmatales, Gemmataceae, Gemmata,NA
OTU_dn_2591,Bacteria, Chloroflexi, JG30-KF-CM66, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_63,Bacteria, Bacteroidetes, Bacteroidia, Sphingobacteriales, env.OPS 17,NA,NA
OTU_dn_3194,Bacteria, Bacteroidetes, Bacteroidia, Chitinophagales, uncultured, uncultured bacterium, uncultured bacterium
EF580959.1.1474,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Hyphomicrobium,NA
KC431968.1.1313,Bacteria, Cyanobacteria, Melainabacteria, Obscuribacterales, uncultured bacterium, uncultured bacterium, uncultured bacterium
OTU_dn_378,Bacteria, Planctomycetes, Planctomycetacia, Pirellulales, Pirellulaceae, uncultured, uncultured bacterium
JQ770038.1.1488,Bacteria, Planctomycetes, Planctomycetacia, Pirellulales, Pirellulaceae, uncultured, uncultured bacterium
